review_cost,protocol,model,threshold,tp,fp,fn,review_cost_total,fn_loss_total,total_cost
2.0,stratified,xgboost,0.01,81,99,14,360.0,3321.76,3681.76
2.0,stratified,xgboost,0.02,81,53,14,268.0,3321.76,3589.76
2.0,stratified,xgboost,0.03,79,33,16,224.0,3776.8199999999997,4000.8199999999997
2.0,stratified,xgboost,0.04,77,22,18,198.0,3785.58,3983.58
2.0,stratified,xgboost,0.05,76,19,19,190.0,3786.58,3976.58
2.0,stratified,xgboost,0.06,75,16,20,182.0,3805.6200000000003,3987.6200000000003
2.0,stratified,xgboost,0.07,74,15,21,178.0,3809.38,3987.38
2.0,stratified,xgboost,0.08,74,14,21,176.0,3809.38,3985.38
2.0,stratified,xgboost,0.09,74,13,21,174.0,3809.38,3983.38
2.0,stratified,xgboost,0.1,74,12,21,172.0,3809.38,3981.38
2.0,stratified,xgboost,0.11,74,11,21,170.0,3809.38,3979.38
2.0,stratified,xgboost,0.12,74,11,21,170.0,3809.38,3979.38
2.0,stratified,xgboost,0.13,73,10,22,166.0,3811.6,3977.6
2.0,stratified,xgboost,0.14,73,9,22,164.0,3811.6,3975.6
2.0,stratified,xgboost,0.15,72,8,23,160.0,3811.6,3971.6
2.0,stratified,xgboost,0.16,72,8,23,160.0,3811.6,3971.6
2.0,stratified,xgboost,0.17,72,8,23,160.0,3811.6,3971.6
2.0,stratified,xgboost,0.18,72,8,23,160.0,3811.6,3971.6
2.0,stratified,xgboost,0.19,72,7,23,158.0,3811.6,3969.6
2.0,stratified,xgboost,0.2,72,7,23,158.0,3811.6,3969.6
2.0,stratified,xgboost,0.21,72,7,23,158.0,3811.6,3969.6
2.0,stratified,xgboost,0.22,72,7,23,158.0,3811.6,3969.6
2.0,stratified,xgboost,0.23,72,7,23,158.0,3811.6,3969.6
2.0,stratified,xgboost,0.24,72,6,23,156.0,3811.6,3967.6
2.0,stratified,xgboost,0.25,72,6,23,156.0,3811.6,3967.6
2.0,stratified,xgboost,0.26,72,6,23,156.0,3811.6,3967.6
2.0,stratified,xgboost,0.27,72,5,23,154.0,3811.6,3965.6
2.0,stratified,xgboost,0.28,72,5,23,154.0,3811.6,3965.6
2.0,stratified,xgboost,0.29,72,5,23,154.0,3811.6,3965.6
2.0,stratified,xgboost,0.3,72,5,23,154.0,3811.6,3965.6
2.0,stratified,xgboost,0.31,72,5,23,154.0,3811.6,3965.6
2.0,stratified,xgboost,0.32,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.33,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.34,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.35,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.36,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.37,72,4,23,152.0,3811.6,3963.6
2.0,stratified,xgboost,0.38,72,3,23,150.0,3811.6,3961.6
2.0,stratified,xgboost,0.39,72,3,23,150.0,3811.6,3961.6
2.0,stratified,xgboost,0.4,71,3,24,148.0,4051.5299999999997,4199.53
2.0,stratified,xgboost,0.41,71,3,24,148.0,4051.5299999999997,4199.53
2.0,stratified,xgboost,0.42,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.43,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.44,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.45,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.46,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.47,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.48,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.49,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.5,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.51,71,2,24,146.0,4051.5299999999997,4197.53
2.0,stratified,xgboost,0.52,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.53,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.54,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.55,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.56,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.57,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.58,70,2,25,144.0,4063.8399999999997,4207.84
2.0,stratified,xgboost,0.59,69,2,26,142.0,4081.8399999999997,4223.84
2.0,stratified,xgboost,0.6,69,2,26,142.0,4081.8399999999997,4223.84
2.0,stratified,xgboost,0.61,69,2,26,142.0,4081.8399999999997,4223.84
2.0,stratified,xgboost,0.62,69,1,26,140.0,4081.8399999999997,4221.84
2.0,stratified,xgboost,0.63,69,1,26,140.0,4081.8399999999997,4221.84
2.0,stratified,xgboost,0.64,69,1,26,140.0,4081.8399999999997,4221.84
2.0,stratified,xgboost,0.65,68,1,27,138.0,4082.8399999999997,4220.84
2.0,stratified,xgboost,0.66,68,1,27,138.0,4082.8399999999997,4220.84
2.0,stratified,xgboost,0.67,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.68,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.69,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.7,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.71,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.72,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.73,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.74,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.75,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.76,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.77,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.78,67,1,28,136.0,4083.52,4219.52
2.0,stratified,xgboost,0.79,66,1,29,134.0,4160.459999999999,4294.459999999999
2.0,stratified,xgboost,0.8,66,1,29,134.0,4160.459999999999,4294.459999999999
2.0,stratified,xgboost,0.81,66,1,29,134.0,4160.459999999999,4294.459999999999
2.0,stratified,xgboost,0.82,66,1,29,134.0,4160.459999999999,4294.459999999999
2.0,stratified,xgboost,0.83,66,1,29,134.0,4160.459999999999,4294.459999999999
2.0,stratified,xgboost,0.84,65,1,30,132.0,5970.139999999999,6102.139999999999
2.0,stratified,xgboost,0.85,65,1,30,132.0,5970.139999999999,6102.139999999999
2.0,stratified,xgboost,0.86,65,1,30,132.0,5970.139999999999,6102.139999999999
2.0,stratified,xgboost,0.87,65,1,30,132.0,5970.139999999999,6102.139999999999
2.0,stratified,xgboost,0.88,65,1,30,132.0,5970.139999999999,6102.139999999999
2.0,stratified,xgboost,0.89,64,1,31,130.0,6035.139999999999,6165.139999999999
2.0,stratified,xgboost,0.9,62,1,33,126.0,6897.66,7023.66
2.0,stratified,xgboost,0.91,61,1,34,124.0,7614.81,7738.81
2.0,stratified,xgboost,0.92,61,1,34,124.0,7614.81,7738.81
2.0,stratified,xgboost,0.93,59,1,36,120.0,7665.98,7785.98
2.0,stratified,xgboost,0.94,56,1,39,114.0,7941.82,8055.82
2.0,stratified,xgboost,0.95,52,1,43,106.0,8306.82,8412.82
2.0,stratified,xgboost,0.96,50,1,45,102.0,8308.82,8410.82
2.0,stratified,xgboost,0.97,45,0,50,90.0,9305.03,9395.03
2.0,stratified,xgboost,0.98,30,0,65,60.0,10616.07,10676.07
2.0,stratified,xgboost,0.99,12,0,83,24.0,13396.800000000001,13420.800000000001
5.0,stratified,xgboost,0.01,81,99,14,900.0,3321.76,4221.76
5.0,stratified,xgboost,0.02,81,53,14,670.0,3321.76,3991.76
5.0,stratified,xgboost,0.03,79,33,16,560.0,3776.8199999999997,4336.82
5.0,stratified,xgboost,0.04,77,22,18,495.0,3785.58,4280.58
5.0,stratified,xgboost,0.05,76,19,19,475.0,3786.58,4261.58
5.0,stratified,xgboost,0.06,75,16,20,455.0,3805.6200000000003,4260.620000000001
5.0,stratified,xgboost,0.07,74,15,21,445.0,3809.38,4254.38
5.0,stratified,xgboost,0.08,74,14,21,440.0,3809.38,4249.38
5.0,stratified,xgboost,0.09,74,13,21,435.0,3809.38,4244.38
5.0,stratified,xgboost,0.1,74,12,21,430.0,3809.38,4239.38
5.0,stratified,xgboost,0.11,74,11,21,425.0,3809.38,4234.38
5.0,stratified,xgboost,0.12,74,11,21,425.0,3809.38,4234.38
5.0,stratified,xgboost,0.13,73,10,22,415.0,3811.6,4226.6
5.0,stratified,xgboost,0.14,73,9,22,410.0,3811.6,4221.6
5.0,stratified,xgboost,0.15,72,8,23,400.0,3811.6,4211.6
5.0,stratified,xgboost,0.16,72,8,23,400.0,3811.6,4211.6
5.0,stratified,xgboost,0.17,72,8,23,400.0,3811.6,4211.6
5.0,stratified,xgboost,0.18,72,8,23,400.0,3811.6,4211.6
5.0,stratified,xgboost,0.19,72,7,23,395.0,3811.6,4206.6
5.0,stratified,xgboost,0.2,72,7,23,395.0,3811.6,4206.6
5.0,stratified,xgboost,0.21,72,7,23,395.0,3811.6,4206.6
5.0,stratified,xgboost,0.22,72,7,23,395.0,3811.6,4206.6
5.0,stratified,xgboost,0.23,72,7,23,395.0,3811.6,4206.6
5.0,stratified,xgboost,0.24,72,6,23,390.0,3811.6,4201.6
5.0,stratified,xgboost,0.25,72,6,23,390.0,3811.6,4201.6
5.0,stratified,xgboost,0.26,72,6,23,390.0,3811.6,4201.6
5.0,stratified,xgboost,0.27,72,5,23,385.0,3811.6,4196.6
5.0,stratified,xgboost,0.28,72,5,23,385.0,3811.6,4196.6
5.0,stratified,xgboost,0.29,72,5,23,385.0,3811.6,4196.6
5.0,stratified,xgboost,0.3,72,5,23,385.0,3811.6,4196.6
5.0,stratified,xgboost,0.31,72,5,23,385.0,3811.6,4196.6
5.0,stratified,xgboost,0.32,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.33,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.34,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.35,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.36,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.37,72,4,23,380.0,3811.6,4191.6
5.0,stratified,xgboost,0.38,72,3,23,375.0,3811.6,4186.6
5.0,stratified,xgboost,0.39,72,3,23,375.0,3811.6,4186.6
5.0,stratified,xgboost,0.4,71,3,24,370.0,4051.5299999999997,4421.53
5.0,stratified,xgboost,0.41,71,3,24,370.0,4051.5299999999997,4421.53
5.0,stratified,xgboost,0.42,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.43,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.44,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.45,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.46,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.47,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.48,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.49,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.5,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.51,71,2,24,365.0,4051.5299999999997,4416.53
5.0,stratified,xgboost,0.52,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.53,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.54,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.55,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.56,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.57,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.58,70,2,25,360.0,4063.8399999999997,4423.84
5.0,stratified,xgboost,0.59,69,2,26,355.0,4081.8399999999997,4436.84
5.0,stratified,xgboost,0.6,69,2,26,355.0,4081.8399999999997,4436.84
5.0,stratified,xgboost,0.61,69,2,26,355.0,4081.8399999999997,4436.84
5.0,stratified,xgboost,0.62,69,1,26,350.0,4081.8399999999997,4431.84
5.0,stratified,xgboost,0.63,69,1,26,350.0,4081.8399999999997,4431.84
5.0,stratified,xgboost,0.64,69,1,26,350.0,4081.8399999999997,4431.84
5.0,stratified,xgboost,0.65,68,1,27,345.0,4082.8399999999997,4427.84
5.0,stratified,xgboost,0.66,68,1,27,345.0,4082.8399999999997,4427.84
5.0,stratified,xgboost,0.67,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.68,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.69,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.7,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.71,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.72,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.73,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.74,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.75,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.76,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.77,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.78,67,1,28,340.0,4083.52,4423.52
5.0,stratified,xgboost,0.79,66,1,29,335.0,4160.459999999999,4495.459999999999
5.0,stratified,xgboost,0.8,66,1,29,335.0,4160.459999999999,4495.459999999999
5.0,stratified,xgboost,0.81,66,1,29,335.0,4160.459999999999,4495.459999999999
5.0,stratified,xgboost,0.82,66,1,29,335.0,4160.459999999999,4495.459999999999
5.0,stratified,xgboost,0.83,66,1,29,335.0,4160.459999999999,4495.459999999999
5.0,stratified,xgboost,0.84,65,1,30,330.0,5970.139999999999,6300.139999999999
5.0,stratified,xgboost,0.85,65,1,30,330.0,5970.139999999999,6300.139999999999
5.0,stratified,xgboost,0.86,65,1,30,330.0,5970.139999999999,6300.139999999999
5.0,stratified,xgboost,0.87,65,1,30,330.0,5970.139999999999,6300.139999999999
5.0,stratified,xgboost,0.88,65,1,30,330.0,5970.139999999999,6300.139999999999
5.0,stratified,xgboost,0.89,64,1,31,325.0,6035.139999999999,6360.139999999999
5.0,stratified,xgboost,0.9,62,1,33,315.0,6897.66,7212.66
5.0,stratified,xgboost,0.91,61,1,34,310.0,7614.81,7924.81
5.0,stratified,xgboost,0.92,61,1,34,310.0,7614.81,7924.81
5.0,stratified,xgboost,0.93,59,1,36,300.0,7665.98,7965.98
5.0,stratified,xgboost,0.94,56,1,39,285.0,7941.82,8226.82
5.0,stratified,xgboost,0.95,52,1,43,265.0,8306.82,8571.82
5.0,stratified,xgboost,0.96,50,1,45,255.0,8308.82,8563.82
5.0,stratified,xgboost,0.97,45,0,50,225.0,9305.03,9530.03
5.0,stratified,xgboost,0.98,30,0,65,150.0,10616.07,10766.07
5.0,stratified,xgboost,0.99,12,0,83,60.0,13396.800000000001,13456.800000000001
10.0,stratified,xgboost,0.01,81,99,14,1800.0,3321.76,5121.76
10.0,stratified,xgboost,0.02,81,53,14,1340.0,3321.76,4661.76
10.0,stratified,xgboost,0.03,79,33,16,1120.0,3776.8199999999997,4896.82
10.0,stratified,xgboost,0.04,77,22,18,990.0,3785.58,4775.58
10.0,stratified,xgboost,0.05,76,19,19,950.0,3786.58,4736.58
10.0,stratified,xgboost,0.06,75,16,20,910.0,3805.6200000000003,4715.620000000001
10.0,stratified,xgboost,0.07,74,15,21,890.0,3809.38,4699.38
10.0,stratified,xgboost,0.08,74,14,21,880.0,3809.38,4689.38
10.0,stratified,xgboost,0.09,74,13,21,870.0,3809.38,4679.38
10.0,stratified,xgboost,0.1,74,12,21,860.0,3809.38,4669.38
10.0,stratified,xgboost,0.11,74,11,21,850.0,3809.38,4659.38
10.0,stratified,xgboost,0.12,74,11,21,850.0,3809.38,4659.38
10.0,stratified,xgboost,0.13,73,10,22,830.0,3811.6,4641.6
10.0,stratified,xgboost,0.14,73,9,22,820.0,3811.6,4631.6
10.0,stratified,xgboost,0.15,72,8,23,800.0,3811.6,4611.6
10.0,stratified,xgboost,0.16,72,8,23,800.0,3811.6,4611.6
10.0,stratified,xgboost,0.17,72,8,23,800.0,3811.6,4611.6
10.0,stratified,xgboost,0.18,72,8,23,800.0,3811.6,4611.6
10.0,stratified,xgboost,0.19,72,7,23,790.0,3811.6,4601.6
10.0,stratified,xgboost,0.2,72,7,23,790.0,3811.6,4601.6
10.0,stratified,xgboost,0.21,72,7,23,790.0,3811.6,4601.6
10.0,stratified,xgboost,0.22,72,7,23,790.0,3811.6,4601.6
10.0,stratified,xgboost,0.23,72,7,23,790.0,3811.6,4601.6
10.0,stratified,xgboost,0.24,72,6,23,780.0,3811.6,4591.6
10.0,stratified,xgboost,0.25,72,6,23,780.0,3811.6,4591.6
10.0,stratified,xgboost,0.26,72,6,23,780.0,3811.6,4591.6
10.0,stratified,xgboost,0.27,72,5,23,770.0,3811.6,4581.6
10.0,stratified,xgboost,0.28,72,5,23,770.0,3811.6,4581.6
10.0,stratified,xgboost,0.29,72,5,23,770.0,3811.6,4581.6
10.0,stratified,xgboost,0.3,72,5,23,770.0,3811.6,4581.6
10.0,stratified,xgboost,0.31,72,5,23,770.0,3811.6,4581.6
10.0,stratified,xgboost,0.32,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.33,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.34,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.35,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.36,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.37,72,4,23,760.0,3811.6,4571.6
10.0,stratified,xgboost,0.38,72,3,23,750.0,3811.6,4561.6
10.0,stratified,xgboost,0.39,72,3,23,750.0,3811.6,4561.6
10.0,stratified,xgboost,0.4,71,3,24,740.0,4051.5299999999997,4791.53
10.0,stratified,xgboost,0.41,71,3,24,740.0,4051.5299999999997,4791.53
10.0,stratified,xgboost,0.42,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.43,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.44,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.45,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.46,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.47,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.48,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.49,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.5,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.51,71,2,24,730.0,4051.5299999999997,4781.53
10.0,stratified,xgboost,0.52,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.53,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.54,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.55,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.56,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.57,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.58,70,2,25,720.0,4063.8399999999997,4783.84
10.0,stratified,xgboost,0.59,69,2,26,710.0,4081.8399999999997,4791.84
10.0,stratified,xgboost,0.6,69,2,26,710.0,4081.8399999999997,4791.84
10.0,stratified,xgboost,0.61,69,2,26,710.0,4081.8399999999997,4791.84
10.0,stratified,xgboost,0.62,69,1,26,700.0,4081.8399999999997,4781.84
10.0,stratified,xgboost,0.63,69,1,26,700.0,4081.8399999999997,4781.84
10.0,stratified,xgboost,0.64,69,1,26,700.0,4081.8399999999997,4781.84
10.0,stratified,xgboost,0.65,68,1,27,690.0,4082.8399999999997,4772.84
10.0,stratified,xgboost,0.66,68,1,27,690.0,4082.8399999999997,4772.84
10.0,stratified,xgboost,0.67,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.68,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.69,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.7,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.71,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.72,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.73,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.74,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.75,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.76,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.77,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.78,67,1,28,680.0,4083.52,4763.52
10.0,stratified,xgboost,0.79,66,1,29,670.0,4160.459999999999,4830.459999999999
10.0,stratified,xgboost,0.8,66,1,29,670.0,4160.459999999999,4830.459999999999
10.0,stratified,xgboost,0.81,66,1,29,670.0,4160.459999999999,4830.459999999999
10.0,stratified,xgboost,0.82,66,1,29,670.0,4160.459999999999,4830.459999999999
10.0,stratified,xgboost,0.83,66,1,29,670.0,4160.459999999999,4830.459999999999
10.0,stratified,xgboost,0.84,65,1,30,660.0,5970.139999999999,6630.139999999999
10.0,stratified,xgboost,0.85,65,1,30,660.0,5970.139999999999,6630.139999999999
10.0,stratified,xgboost,0.86,65,1,30,660.0,5970.139999999999,6630.139999999999
10.0,stratified,xgboost,0.87,65,1,30,660.0,5970.139999999999,6630.139999999999
10.0,stratified,xgboost,0.88,65,1,30,660.0,5970.139999999999,6630.139999999999
10.0,stratified,xgboost,0.89,64,1,31,650.0,6035.139999999999,6685.139999999999
10.0,stratified,xgboost,0.9,62,1,33,630.0,6897.66,7527.66
10.0,stratified,xgboost,0.91,61,1,34,620.0,7614.81,8234.810000000001
10.0,stratified,xgboost,0.92,61,1,34,620.0,7614.81,8234.810000000001
10.0,stratified,xgboost,0.93,59,1,36,600.0,7665.98,8265.98
10.0,stratified,xgboost,0.94,56,1,39,570.0,7941.82,8511.82
10.0,stratified,xgboost,0.95,52,1,43,530.0,8306.82,8836.82
10.0,stratified,xgboost,0.96,50,1,45,510.0,8308.82,8818.82
10.0,stratified,xgboost,0.97,45,0,50,450.0,9305.03,9755.03
10.0,stratified,xgboost,0.98,30,0,65,300.0,10616.07,10916.07
10.0,stratified,xgboost,0.99,12,0,83,120.0,13396.800000000001,13516.800000000001
25.0,stratified,xgboost,0.01,81,99,14,4500.0,3321.76,7821.76
25.0,stratified,xgboost,0.02,81,53,14,3350.0,3321.76,6671.76
25.0,stratified,xgboost,0.03,79,33,16,2800.0,3776.8199999999997,6576.82
25.0,stratified,xgboost,0.04,77,22,18,2475.0,3785.58,6260.58
25.0,stratified,xgboost,0.05,76,19,19,2375.0,3786.58,6161.58
25.0,stratified,xgboost,0.06,75,16,20,2275.0,3805.6200000000003,6080.620000000001
25.0,stratified,xgboost,0.07,74,15,21,2225.0,3809.38,6034.38
25.0,stratified,xgboost,0.08,74,14,21,2200.0,3809.38,6009.38
25.0,stratified,xgboost,0.09,74,13,21,2175.0,3809.38,5984.38
25.0,stratified,xgboost,0.1,74,12,21,2150.0,3809.38,5959.38
25.0,stratified,xgboost,0.11,74,11,21,2125.0,3809.38,5934.38
25.0,stratified,xgboost,0.12,74,11,21,2125.0,3809.38,5934.38
25.0,stratified,xgboost,0.13,73,10,22,2075.0,3811.6,5886.6
25.0,stratified,xgboost,0.14,73,9,22,2050.0,3811.6,5861.6
25.0,stratified,xgboost,0.15,72,8,23,2000.0,3811.6,5811.6
25.0,stratified,xgboost,0.16,72,8,23,2000.0,3811.6,5811.6
25.0,stratified,xgboost,0.17,72,8,23,2000.0,3811.6,5811.6
25.0,stratified,xgboost,0.18,72,8,23,2000.0,3811.6,5811.6
25.0,stratified,xgboost,0.19,72,7,23,1975.0,3811.6,5786.6
25.0,stratified,xgboost,0.2,72,7,23,1975.0,3811.6,5786.6
25.0,stratified,xgboost,0.21,72,7,23,1975.0,3811.6,5786.6
25.0,stratified,xgboost,0.22,72,7,23,1975.0,3811.6,5786.6
25.0,stratified,xgboost,0.23,72,7,23,1975.0,3811.6,5786.6
25.0,stratified,xgboost,0.24,72,6,23,1950.0,3811.6,5761.6
25.0,stratified,xgboost,0.25,72,6,23,1950.0,3811.6,5761.6
25.0,stratified,xgboost,0.26,72,6,23,1950.0,3811.6,5761.6
25.0,stratified,xgboost,0.27,72,5,23,1925.0,3811.6,5736.6
25.0,stratified,xgboost,0.28,72,5,23,1925.0,3811.6,5736.6
25.0,stratified,xgboost,0.29,72,5,23,1925.0,3811.6,5736.6
25.0,stratified,xgboost,0.3,72,5,23,1925.0,3811.6,5736.6
25.0,stratified,xgboost,0.31,72,5,23,1925.0,3811.6,5736.6
25.0,stratified,xgboost,0.32,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.33,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.34,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.35,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.36,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.37,72,4,23,1900.0,3811.6,5711.6
25.0,stratified,xgboost,0.38,72,3,23,1875.0,3811.6,5686.6
25.0,stratified,xgboost,0.39,72,3,23,1875.0,3811.6,5686.6
25.0,stratified,xgboost,0.4,71,3,24,1850.0,4051.5299999999997,5901.53
25.0,stratified,xgboost,0.41,71,3,24,1850.0,4051.5299999999997,5901.53
25.0,stratified,xgboost,0.42,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.43,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.44,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.45,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.46,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.47,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.48,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.49,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.5,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.51,71,2,24,1825.0,4051.5299999999997,5876.53
25.0,stratified,xgboost,0.52,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.53,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.54,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.55,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.56,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.57,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.58,70,2,25,1800.0,4063.8399999999997,5863.84
25.0,stratified,xgboost,0.59,69,2,26,1775.0,4081.8399999999997,5856.84
25.0,stratified,xgboost,0.6,69,2,26,1775.0,4081.8399999999997,5856.84
