mode,seed,test_block,n_train,n_test,train_blocks,test_frauds,train_fraud_rate_pct,test_fraud_rate_pct,pr_auc,roc_auc,mcc,precision,recall,fit_seconds
static,43,3,17482,31086,2,45,0.4633337146779545,0.1447596988998263,0.6954252397345101,0.9329954289846045,0.5810452843868532,0.8947368421052632,0.37777777777777777,0.2
static,43,4,17482,32132,2,43,0.4633337146779545,0.13382298020664757,0.7691716673390551,0.9426333880986529,0.6097378155717367,1.0,0.37209302325581395,0.2
static,43,5,17482,33827,2,38,0.4633337146779545,0.1123362994058001,0.7039545848092049,0.9517944955614643,0.5861489058453493,0.9333333333333333,0.3684210526315789,0.2
static,43,6,17482,9116,2,43,0.4633337146779545,0.4716981132075472,0.8226098075138124,0.9924796034233951,0.7935128062907297,0.9354838709677419,0.6744186046511628,0.2
static,43,7,17482,8556,2,23,0.4633337146779545,0.2688172043010753,0.8478022615525355,0.9738559760316725,0.8087341849878608,0.9411764705882353,0.6956521739130435,0.2
static,43,8,17482,29607,2,21,0.4633337146779545,0.07092917215523356,0.6977927108441204,0.9306477001670674,0.5398883633405923,0.875,0.3333333333333333,0.2
static,43,9,17482,32509,2,38,0.4633337146779545,0.11689070718877849,0.7544140948914775,0.9733738120979206,0.628058467259459,1.0,0.39473684210526316,0.2
static,43,10,17482,32914,2,54,0.4633337146779545,0.16406392416600837,0.8145792456002129,0.9800816032100268,0.7695427948787685,1.0,0.5925925925925926,0.2
static,43,11,17482,26790,2,22,0.4633337146779545,0.08212019410227697,0.5731073800656499,0.9498773977068957,0.5274449895661995,0.875,0.3181818181818182,0.2
static,44,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8149716783355233,0.9957243620019411,0.768128995712866,0.8,0.7384615384615385,0.2
static,44,3,17482,31086,2,45,0.4633337146779545,0.1447596988998263,0.6888156117325366,0.934997440660918,0.5810452843868532,0.8947368421052632,0.37777777777777777,0.2
static,44,4,17482,32132,2,43,0.4633337146779545,0.13382298020664757,0.7648932661458588,0.9487921311874605,0.628513139507093,1.0,0.3953488372093023,0.2
static,44,5,17482,33827,2,38,0.4633337146779545,0.1123362994058001,0.7234650146887217,0.9527065021160733,0.6292718153457508,0.9411764705882353,0.42105263157894735,0.2
static,44,6,17482,9116,2,43,0.4633337146779545,0.4716981132075472,0.8289418604342218,0.9930345338456295,0.7955820569773171,0.9090909090909091,0.6976744186046512,0.2
static,44,7,17482,8556,2,23,0.4633337146779545,0.2688172043010753,0.8521870290900851,0.9693415333819086,0.8087341849878608,0.9411764705882353,0.6956521739130435,0.2
static,44,8,17482,29607,2,21,0.4633337146779545,0.07092917215523356,0.6856872480536937,0.9387290642614106,0.4121784543574921,0.7142857142857143,0.23809523809523808,0.2
static,44,9,17482,32509,2,38,0.4633337146779545,0.11689070718877849,0.7586872283310008,0.977424390022514,0.628058467259459,1.0,0.39473684210526316,0.2
static,44,10,17482,32914,2,54,0.4633337146779545,0.16406392416600837,0.8362868352268119,0.9798702689299159,0.7574117362528034,1.0,0.5740740740740741,0.2
static,44,11,17482,26790,2,22,0.4633337146779545,0.08212019410227697,0.5824186912366949,0.9521579362060533,0.5683388439591023,0.8888888888888888,0.36363636363636365,0.2
expanding,42,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8263860605775495,0.9952530972165274,0.77463355448221,0.8135593220338984,0.7384615384615385,0.2
expanding,42,3,47189,31086,3,45,0.30939413846447267,0.1447596988998263,0.7287133610705202,0.945051168884164,0.7743721809976032,1.0,0.6,0.3
expanding,42,4,78275,32132,4,43,0.24401149792398596,0.13382298020664757,0.8122363908139243,0.9465991026411282,0.8210508468925152,1.0,0.6744186046511628,0.4
expanding,42,5,110407,33827,5,38,0.21194308331899245,0.1123362994058001,0.7768565528930779,0.9704466261988096,0.7802909542908174,0.9259259259259259,0.6578947368421053,0.5
expanding,42,6,144234,9116,6,43,0.18858244241995645,0.4716981132075472,0.8034187146452278,0.9949735863371773,0.840409669274065,0.8947368421052632,0.7906976744186046,0.7
expanding,42,7,153350,8556,7,23,0.20541245516791656,0.2688172043010753,0.8258761951866859,0.9913685487034989,0.8351273057254741,0.9444444444444444,0.7391304347826086,0.6
expanding,42,8,161906,29607,8,21,0.2087631094585747,0.07092917215523356,0.7239409411990506,0.983793814963963,0.7507717491820246,0.7894736842105263,0.7142857142857143,0.7
expanding,42,9,191513,32509,9,38,0.18745463754418762,0.11689070718877849,0.7899976020179678,0.975917782507144,0.8427844900646626,1.0,0.7105263157894737,0.8
expanding,42,10,224022,32914,10,54,0.17721473783824804,0.16406392416600837,0.8512567011880956,0.9930817610062893,0.8496426844093097,1.0,0.7222222222222222,0.9
expanding,42,11,256936,26790,11,22,0.17553009309711368,0.08212019410227697,0.7035342282635686,0.9714652502309407,0.7237276818075963,0.8235294117647058,0.6363636363636364,1.0
expanding,43,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8022264980317931,0.9954954767922853,0.768128995712866,0.8,0.7384615384615385,0.2
expanding,43,3,47189,31086,3,45,0.30939413846447267,0.1447596988998263,0.7289138125318236,0.9375807623608918,0.7300498367571361,1.0,0.5333333333333333,0.3
expanding,43,4,78275,32132,4,43,0.24401149792398596,0.13382298020664757,0.8122293731118089,0.947393405115279,0.8210508468925152,1.0,0.6744186046511628,0.4
expanding,43,5,110407,33827,5,38,0.21194308331899245,0.1123362994058001,0.7766768928563379,0.9638881230422234,0.7633346220416235,0.9230769230769231,0.631578947368421,0.5
expanding,43,6,144234,9116,6,43,0.18858244241995645,0.4716981132075472,0.8144405224594954,0.9946352453869006,0.8265816100105244,0.8918918918918919,0.7674418604651163,0.6
expanding,43,7,153350,8556,7,23,0.20541245516791656,0.2688172043010753,0.8245608975477436,0.9916131234745922,0.8351273057254741,0.9444444444444444,0.7391304347826086,0.7
expanding,43,8,161906,29607,8,21,0.2087631094585747,0.07092917215523356,0.7342760276368517,0.984540628933247,0.7805683291229338,0.8,0.7619047619047619,0.7
expanding,43,9,191513,32509,9,38,0.18745463754418762,0.11689070718877849,0.7958952437663385,0.9701352948136718,0.8427844900646626,1.0,0.7105263157894737,0.8
expanding,43,10,224022,32914,10,54,0.17721473783824804,0.16406392416600837,0.8604880973233591,0.9915488830278849,0.838666338389455,1.0,0.7037037037037037,0.9
expanding,43,11,256936,26790,11,22,0.17553009309711368,0.08212019410227697,0.700268784105175,0.9737169211541596,0.7237276818075963,0.8235294117647058,0.6363636363636364,1.1
expanding,44,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8149716783355233,0.9957243620019411,0.768128995712866,0.8,0.7384615384615385,0.2
expanding,44,3,47189,31086,3,45,0.30939413846447267,0.1447596988998263,0.7288617794030843,0.9416621028102617,0.7300498367571361,1.0,0.5333333333333333,0.3
expanding,44,4,78275,32132,4,43,0.24401149792398596,0.13382298020664757,0.8098572862680979,0.9526469622641098,0.8350999275149136,1.0,0.6976744186046512,0.4
expanding,44,5,110407,33827,5,38,0.21194308331899245,0.1123362994058001,0.7776846093979429,0.9663102753776922,0.7633346220416235,0.9230769230769231,0.631578947368421,0.5
expanding,44,6,144234,9116,6,43,0.18858244241995645,0.4716981132075472,0.8271765119758295,0.994443006210607,0.840409669274065,0.8947368421052632,0.7906976744186046,0.7
expanding,44,7,153350,8556,7,23,0.20541245516791656,0.2688172043010753,0.784766691056353,0.9911137833169434,0.8127719273195905,0.8947368421052632,0.7391304347826086,0.7
expanding,44,8,161906,29607,8,21,0.2087631094585747,0.07092917215523356,0.7365981015416194,0.9805619131313716,0.7805683291229338,0.8,0.7619047619047619,0.7
expanding,44,9,191513,32509,9,38,0.18745463754418762,0.11689070718877849,0.7948976693985929,0.9734208176040483,0.8427844900646626,1.0,0.7105263157894737,0.8
expanding,44,10,224022,32914,10,54,0.17721473783824804,0.16406392416600837,0.8466792474569655,0.9917393656590249,0.838666338389455,1.0,0.7037037037037037,0.9
expanding,44,11,256936,26790,11,22,0.17553009309711368,0.08212019410227697,0.6991972881706628,0.9800983535293158,0.7754741164105051,0.8823529411764706,0.6818181818181818,1.1
sliding,42,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8263860605775495,0.9952530972165274,0.77463355448221,0.8135593220338984,0.7384615384615385,0.2
sliding,42,3,37654,31086,2,45,0.28682211717214634,0.1447596988998263,0.7310622223971714,0.9378792922622052,0.7146671412276762,1.0,0.5111111111111111,0.2
sliding,42,4,60793,32132,2,43,0.18094188475646866,0.13382298020664757,0.7961856207106632,0.9436472833188508,0.8210508468925152,1.0,0.6744186046511628,0.3
sliding,42,5,63218,33827,2,38,0.13920086051441044,0.1123362994058001,0.7447303662796636,0.9665828648688222,0.7662073686600535,0.8928571428571429,0.6578947368421053,0.3
sliding,42,6,65959,9116,2,43,0.12280355978714048,0.4716981132075472,0.7942708856318011,0.9937688874990709,0.8380575391095672,0.9166666666666666,0.7674418604651163,0.3
sliding,42,7,42943,8556,2,23,0.18862212700556552,0.2688172043010753,0.8537385032705229,0.989014516531726,0.8351273057254741,0.9444444444444444,0.7391304347826086,0.3
sliding,42,8,17672,29607,2,21,0.37347215934812134,0.07092917215523356,0.7113507705926363,0.9788912387776716,0.5919630906462562,0.8181818181818182,0.42857142857142855,0.2
sliding,42,9,38163,32509,2,38,0.11529491916253962,0.11689070718877849,0.7624340275830312,0.9538770627718013,0.743197418825529,1.0,0.5526315789473685,0.2
sliding,42,10,62116,32914,2,54,0.09498357911005216,0.16406392416600837,0.829766284296756,0.9905750546651337,0.838666338389455,1.0,0.7037037037037037,0.3
sliding,42,11,65423,26790,2,22,0.14062332818733475,0.08212019410227697,0.7103030048911372,0.9681217057001575,0.7824211395850342,0.8421052631578947,0.7272727272727273,0.3
sliding,43,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8022264980317931,0.9954954767922853,0.768128995712866,0.8,0.7384615384615385,0.2
sliding,43,3,37654,31086,2,45,0.28682211717214634,0.1447596988998263,0.7317619917695324,0.9294692682437922,0.7300498367571361,1.0,0.5333333333333333,0.3
sliding,43,4,60793,32132,2,43,0.18094188475646866,0.13382298020664757,0.7956342413490374,0.9409215792994339,0.8210508468925152,1.0,0.6744186046511628,0.3
sliding,43,5,63218,33827,2,38,0.13920086051441044,0.1123362994058001,0.7555624557334852,0.9678523530703701,0.7662073686600535,0.8928571428571429,0.6578947368421053,0.3
sliding,43,6,65959,9116,2,43,0.12280355978714048,0.4716981132075472,0.8012366275851248,0.992010539833239,0.8380575391095672,0.9166666666666666,0.7674418604651163,0.3
sliding,43,7,42943,8556,2,23,0.18862212700556552,0.2688172043010753,0.8485858715665522,0.9887240839910526,0.8127719273195905,0.8947368421052632,0.7391304347826086,0.3
sliding,43,8,17672,29607,2,21,0.37347215934812134,0.07092917215523356,0.7172936858772131,0.9820539315570749,0.629755584672709,0.8333333333333334,0.47619047619047616,0.2
sliding,43,9,38163,32509,2,38,0.11529491916253962,0.11689070718877849,0.7635982942869295,0.9540869666698545,0.7606985172355859,1.0,0.5789473684210527,0.2
sliding,43,10,62116,32914,2,54,0.09498357911005216,0.16406392416600837,0.8275581507250871,0.9909447487658078,0.838666338389455,1.0,0.7037037037037037,0.3
sliding,43,11,65423,26790,2,22,0.14062332818733475,0.08212019410227697,0.7040194839885089,0.965044761723632,0.7824211395850342,0.8421052631578947,0.7272727272727273,0.3
sliding,44,2,17482,29707,2,65,0.4633337146779545,0.21880364897162285,0.8149716783355233,0.9957243620019411,0.768128995712866,0.8,0.7384615384615385,0.2
sliding,44,3,37654,31086,2,45,0.28682211717214634,0.1447596988998263,0.7322676464737411,0.944086852872008,0.7300498367571361,1.0,0.5333333333333333,0.2
sliding,44,4,60793,32132,2,43,0.18094188475646866,0.13382298020664757,0.7911590779076443,0.9429327009835291,0.8210508468925152,1.0,0.6744186046511628,0.3
sliding,44,5,63218,33827,2,38,0.13920086051441044,0.1123362994058001,0.7655668952857855,0.9742247165458706,0.7662073686600535,0.8928571428571429,0.6578947368421053,0.3
sliding,44,6,65959,9116,2,43,0.12280355978714048,0.4716981132075472,0.8183532180192438,0.9920771827476874,0.8380575391095672,0.9166666666666666,0.7674418604651163,0.3
sliding,44,7,42943,8556,2,23,0.18862212700556552,0.2688172043010753,0.8483624611708813,0.9875470679051662,0.7858619461108409,0.8888888888888888,0.6956521739130435,0.3
sliding,44,8,17672,29607,2,21,0.37347215934812134,0.07092917215523356,0.7219742525425662,0.9824096339002037,0.629755584672709,0.8333333333333334,0.47619047619047616,0.2
sliding,44,9,38163,32509,2,38,0.11529491916253962,0.11689070718877849,0.7641001623456517,0.9527473097452139,0.7606985172355859,1.0,0.5789473684210527,0.2
sliding,44,10,62116,32914,2,54,0.09498357911005216,0.16406392416600837,0.8279933039486532,0.988976803949415,0.838666338389455,1.0,0.7037037037037037,0.3
sliding,44,11,65423,26790,2,22,0.14062332818733475,0.08212019410227697,0.7035921753629804,0.9714491183502689,0.744182281990956,0.7619047619047619,0.7272727272727273,0.3
