case,protocol,feature,value,shap,pushes
missed_fraud,chronological,V12,0.979674835308759,-0.74963427,toward legit
missed_fraud,chronological,V14,0.984993219111346,-0.74246067,toward legit
missed_fraud,chronological,V4,0.163310074791927,-0.6309973,toward legit
missed_fraud,chronological,Amount,1096.99,0.45850453,toward fraud
missed_fraud,chronological,V10,-1.13445381068391,-0.35121644,toward legit
missed_fraud,chronological,V8,-0.47099958719182,0.3389178,toward fraud
