case,protocol,feature,value,shap,pushes
false_alarm,stratified,V14,-7.10963819536638,3.3932424,toward fraud
false_alarm,stratified,V10,-5.62201171242542,2.3297067,toward fraud
false_alarm,stratified,V12,-7.10450164574621,1.8131925,toward fraud
false_alarm,stratified,V4,3.80279800189565,0.8447268,toward fraud
false_alarm,stratified,Amount,109.9,0.68661326,toward fraud
false_alarm,stratified,V8,1.68400961859607,-0.608473,toward legit
