model,protocol,config,params,train_pr_auc,cv_mean,cv_sd,cv_se,gap
xgboost,stratified,search 25,"{""subsample"": 0.6, ""reg_lambda"": 5, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 2, ""learning_rate"": 0.1, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.8593977814199482,0.8273834943476924,0.03441033802909975,0.015388770992362634,0.03201428707225573
xgboost,stratified,search 26,"{""subsample"": 0.7, ""reg_lambda"": 1, ""reg_alpha"": 5, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 5, ""learning_rate"": 0.05, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.8937793627094461,0.8336399132130584,0.031582036321006486,0.014123916016327573,0.06013944949638772
xgboost,stratified,search 27,"{""subsample"": 0.6, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 300, ""min_child_weight"": 10, ""max_depth"": 2, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.8}",0.8446389145375436,0.8234899569645149,0.03740294140022479,0.01672710390586876,0.021148957573028704
xgboost,stratified,search 28,"{""subsample"": 0.6, ""reg_lambda"": 10, ""reg_alpha"": 1, ""n_estimators"": 400, ""min_child_weight"": 10, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.7}",0.868533384334895,0.8333286738148766,0.03450929701979383,0.01543302679839798,0.03520471052001839
xgboost,stratified,search 29,"{""subsample"": 0.6, ""reg_lambda"": 10, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 20, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.8548757576880031,0.8155165092316521,0.03980136865003701,0.017799713179802355,0.03935924845635097
xgboost,stratified,search 30,"{""subsample"": 0.7, ""reg_lambda"": 10, ""reg_alpha"": 0, ""n_estimators"": 200, ""min_child_weight"": 20, ""max_depth"": 3, ""learning_rate"": 0.1, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.8713606597138519,0.8327382045106081,0.03686428619278326,0.016486209973814055,0.03862245520324381
xgboost,stratified,search 31,"{""subsample"": 0.6, ""reg_lambda"": 10, ""reg_alpha"": 0, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0, ""colsample_bytree"": 0.7}",0.9305653126189268,0.8445176767361733,0.027165007606523624,0.012148560723497136,0.08604763588275355
xgboost,stratified,search 32,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 400, ""min_child_weight"": 20, ""max_depth"": 2, ""learning_rate"": 0.1, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.8833148521859164,0.8325120574243308,0.034004481499108084,0.015207266434327925,0.05080279476158567
xgboost,stratified,search 33,"{""subsample"": 0.6, ""reg_lambda"": 5, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 40, ""max_depth"": 5, ""learning_rate"": 0.05, ""gamma"": 1, ""colsample_bytree"": 0.6}",0.7741550478991847,0.733538639645049,0.03504195015864783,0.01567123652377922,0.040616408254135705
xgboost,stratified,search 34,"{""subsample"": 0.8, ""reg_lambda"": 10, ""reg_alpha"": 0, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 3, ""learning_rate"": 0.02, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.8181187759999471,0.7951229098006023,0.035226926739614806,0.015753960565636747,0.022995866199344794
xgboost,stratified,search 35,"{""subsample"": 0.6, ""reg_lambda"": 10, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 40, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0, ""colsample_bytree"": 0.6}",0.8061597626187584,0.7490235016419053,0.029332176088448316,0.013117747932352862,0.05713626097685309
xgboost,stratified,search 36,"{""subsample"": 0.8, ""reg_lambda"": 10, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 40, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.8454555164482417,0.8046004819542052,0.042655821680484755,0.019076263382734646,0.04085503449403649
xgboost,stratified,search 37,"{""subsample"": 0.8, ""reg_lambda"": 1, ""reg_alpha"": 0, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 0, ""colsample_bytree"": 0.6}",0.8476390099380078,0.8226572228645592,0.03716293561685681,0.01661977005654798,0.024981787073448558
xgboost,stratified,search 38,"{""subsample"": 0.8, ""reg_lambda"": 1, ""reg_alpha"": 5, ""n_estimators"": 400, ""min_child_weight"": 20, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 2, ""colsample_bytree"": 0.6}",0.8548678484659085,0.8268381743820574,0.04088809377213111,0.01828571142897419,0.02802967408385104
xgboost,stratified,search 39,"{""subsample"": 0.7, ""reg_lambda"": 1, ""reg_alpha"": 1, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 2, ""colsample_bytree"": 0.7}",0.900493384702471,0.837581582180138,0.02964538111194848,0.013257817477041021,0.06291180252233297
xgboost,chronological,phase3 anchor,"{""subsample"": 0.8, ""n_estimators"": 400, ""max_depth"": 5, ""learning_rate"": 0.03, ""colsample_bytree"": 0.8}",0.9995003180855645,0.8089493891984418,0.01408709603391341,0.006299940867479614,0.19055092888712266
xgboost,chronological,search 00,"{""subsample"": 0.8, ""reg_lambda"": 1, ""reg_alpha"": 5, ""n_estimators"": 400, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.8984614371249156,0.7960866728270384,0.01606517124868711,0.0071845629964479105,0.10237476429787717
xgboost,chronological,search 01,"{""subsample"": 0.7, ""reg_lambda"": 5, ""reg_alpha"": 5, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 5, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.8}",0.8411141579282319,0.7917459112667384,0.01512384286203661,0.006763588144107767,0.04936824666149342
xgboost,chronological,search 02,"{""subsample"": 0.8, ""reg_lambda"": 1, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 2, ""learning_rate"": 0.02, ""gamma"": 0.5, ""colsample_bytree"": 0.8}",0.7969358570072619,0.7847952957137725,0.011075479757209373,0.004953105124108605,0.012140561293489394
xgboost,chronological,search 03,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 5, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 4, ""learning_rate"": 0.03, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.8463532212249479,0.7953149273628937,0.017040107008512405,0.007620567522980864,0.051038293862054274
xgboost,chronological,search 04,"{""subsample"": 0.6, ""reg_lambda"": 1, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 0.5, ""colsample_bytree"": 0.8}",0.9823347855647875,0.8106522534551613,0.017554057426989712,0.007850413137536809,0.17168253210962614
xgboost,chronological,search 05,"{""subsample"": 0.7, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 5, ""max_depth"": 2, ""learning_rate"": 0.1, ""gamma"": 0, ""colsample_bytree"": 0.7}",0.852339436306131,0.7962537860570545,0.017811938122566862,0.007965740890615896,0.05608565024907641
xgboost,chronological,search 06,"{""subsample"": 0.6, ""reg_lambda"": 20, ""reg_alpha"": 5, ""n_estimators"": 300, ""min_child_weight"": 20, ""max_depth"": 4, ""learning_rate"": 0.1, ""gamma"": 2, ""colsample_bytree"": 0.8}",0.8460370950157624,0.7874011642762273,0.023423193909264534,0.010475170766254907,0.0586359307395351
xgboost,chronological,search 07,"{""subsample"": 0.6, ""reg_lambda"": 10, ""reg_alpha"": 1, ""n_estimators"": 300, ""min_child_weight"": 10, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 2, ""colsample_bytree"": 0.7}",0.8804997751880317,0.7956643960486927,0.016918146784234027,0.00756602525257335,0.08483537913933903
xgboost,chronological,search 08,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 10, ""max_depth"": 2, ""learning_rate"": 0.1, ""gamma"": 0.5, ""colsample_bytree"": 0.8}",0.9083414666935022,0.8030955451323589,0.01962331011147559,0.00877581107056368,0.10524592156114332
xgboost,chronological,search 09,"{""subsample"": 0.6, ""reg_lambda"": 1, ""reg_alpha"": 0, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.9242288298097742,0.7969925868024476,0.017891122866619678,0.0080011533847125,0.1272362430073266
xgboost,chronological,search 10,"{""subsample"": 0.6, ""reg_lambda"": 5, ""reg_alpha"": 0, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 4, ""learning_rate"": 0.03, ""gamma"": 0.5, ""colsample_bytree"": 0.6}",0.8809322088883991,0.8036493712140202,0.01759124384593872,0.007867043409658764,0.07728283767437882
xgboost,chronological,search 11,"{""subsample"": 0.8, ""reg_lambda"": 1, ""reg_alpha"": 1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.05, ""gamma"": 2, ""colsample_bytree"": 0.6}",0.9167423521953963,0.8021136229819266,0.016769063160106002,0.007499353028996892,0.11462872921346978
xgboost,chronological,search 12,"{""subsample"": 0.6, ""reg_lambda"": 20, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.1, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.9382310214174957,0.8091014663663539,0.02215131791750854,0.009906370530951635,0.12912955505114176
xgboost,chronological,search 13,"{""subsample"": 0.8, ""reg_lambda"": 10, ""reg_alpha"": 1, ""n_estimators"": 100, ""min_child_weight"": 1, ""max_depth"": 4, ""learning_rate"": 0.05, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.8866441938075393,0.7979575206053003,0.01774045481628842,0.007933772584196891,0.088686673202239
xgboost,chronological,search 14,"{""subsample"": 0.7, ""reg_lambda"": 1, ""reg_alpha"": 1, ""n_estimators"": 200, ""min_child_weight"": 1, ""max_depth"": 3, ""learning_rate"": 0.02, ""gamma"": 0, ""colsample_bytree"": 0.6}",0.8752590115566827,0.8002301347712658,0.016727218256656774,0.007480639419272014,0.07502887678541692
xgboost,chronological,search 15,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 0, ""n_estimators"": 400, ""min_child_weight"": 40, ""max_depth"": 4, ""learning_rate"": 0.02, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.811827598778,0.7657018440328688,0.03332274283113969,0.014902383633434426,0.04612575474513125
xgboost,chronological,search 16,"{""subsample"": 0.8, ""reg_lambda"": 5, ""reg_alpha"": 1, ""n_estimators"": 400, ""min_child_weight"": 1, ""max_depth"": 4, ""learning_rate"": 0.05, ""gamma"": 0.5, ""colsample_bytree"": 0.7}",0.9868324240738485,0.8105328937176747,0.013771518156858639,0.006158810150421705,0.17629953035617385
xgboost,chronological,search 17,"{""subsample"": 0.7, ""reg_lambda"": 10, ""reg_alpha"": 1, ""n_estimators"": 400, ""min_child_weight"": 5, ""max_depth"": 5, ""learning_rate"": 0.03, ""gamma"": 0, ""colsample_bytree"": 0.6}",0.9110440002899962,0.801244244315216,0.016720627099339993,0.00747769176410987,0.1097997559747802
xgboost,chronological,search 18,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 5, ""n_estimators"": 300, ""min_child_weight"": 10, ""max_depth"": 5, ""learning_rate"": 0.1, ""gamma"": 0, ""colsample_bytree"": 0.8}",0.9062993315109037,0.799744590330364,0.018295486319732088,0.00818199021846768,0.10655474118053965
xgboost,chronological,search 19,"{""subsample"": 0.6, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 200, ""min_child_weight"": 10, ""max_depth"": 4, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.7}",0.8419869681924009,0.7902409526276793,0.01587751397057478,0.00710064011038156,0.05174601556472158
xgboost,chronological,search 20,"{""subsample"": 0.6, ""reg_lambda"": 1, ""reg_alpha"": 0, ""n_estimators"": 100, ""min_child_weight"": 10, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.8}",0.8443073611121099,0.7977055165050357,0.01317663905067585,0.005892772126457899,0.04660184460707417
xgboost,chronological,search 21,"{""subsample"": 0.7, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 300, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.7}",0.8686163799195517,0.7973519686504408,0.015390474674831062,0.006882829515782245,0.07126441126911087
xgboost,chronological,search 22,"{""subsample"": 0.8, ""reg_lambda"": 5, ""reg_alpha"": 5, ""n_estimators"": 400, ""min_child_weight"": 1, ""max_depth"": 4, ""learning_rate"": 0.05, ""gamma"": 1, ""colsample_bytree"": 0.8}",0.9072503826760423,0.7970905036867528,0.013262774915423521,0.005931293256233204,0.11015987898928947
xgboost,chronological,search 23,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 1, ""n_estimators"": 200, ""min_child_weight"": 5, ""max_depth"": 3, ""learning_rate"": 0.03, ""gamma"": 2, ""colsample_bytree"": 0.8}",0.8581559474940874,0.7914034363991738,0.01726677463333647,0.00772193636646187,0.06675251109491365
xgboost,chronological,search 24,"{""subsample"": 0.8, ""reg_lambda"": 20, ""reg_alpha"": 0, ""n_estimators"": 100, ""min_child_weight"": 40, ""max_depth"": 5, ""learning_rate"": 0.02, ""gamma"": 0, ""colsample_bytree"": 0.6}",0.7249769062769267,0.6623745162762497,0.15030857166599396,0.06722003676921226,0.06260239000067702
